status code;4;22/2/23;8:45:8;0;0;4789;;;;
status code;4;22/2/23;8:45:9;0;0;4591;;;;
start failure;1;22/2/23;8:45:22;0;0;20F6;ccu;Disjoncteur 3F19 ou 3F20 declenche;;Retablir l'interrupteur
start failure;1;22/2/23;8:45:23;0;0;20FB;ccu;Verrouillage portes debranche;;
start failure;4;22/2/23;8:45:23;0;0;20FB;ccu;Verrouillage portes debranche;;
start failure;1;22/2/23;8:45:39;0;0;A01E;ugc;6725   Toilette hors service (Acces inhibe;;
status code;4;22/2/23;10:16:55;0;0;4789;;;;
status code;4;22/2/23;10:16:56;0;0;4591;;;;
start failure;1;22/2/23;10:17:10;0;0;20F6;ccu;Disjoncteur 3F19 ou 3F20 declenche;;Retablir l'interrupteur
start failure;1;22/2/23;10:17:10;0;0;20FB;ccu;Verrouillage portes debranche;;
start failure;1;22/2/23;10:17:11;0;0;A00F;ugc;4301   Porte de montee 3 en etat d'urgence;;Verifier l'etat de la porte localement et effectuer le rearmement
start failure;4;22/2/23;10:17:11;0;0;20FB;ccu;Verrouillage portes debranche;;
start failure;1;22/2/23;10:17:13;0;0;A009;ugc;4101   Porte de montee 1 en etat d'urgence;;Verifier l'etat de la porte localement et effectuer le rearmement
start failure;1;22/2/23;10:17:13;0;0;A013;ugc;4423   Defaut Porte de montee 4;;Verifier l'etat de la porte localement et isoler la porte, s'il est necessaire
start failure;1;22/2/23;10:17:15;0;0;2044;ccu;L'interrupteur extra-rapide ne se ferme pas;;Changer le pantographe et refermer l'interrupteur extra-rapide. Page 432
end of failure;1;22/2/23;10:17:16;0;0;2044;ccu;L'interrupteur extra-rapide ne se ferme pas;;Changer le pantographe et refermer l'interrupteur extra-rapide. Page 432
start failure;1;22/2/23;10:17:27;0;3348;A01E;ugc;6725   Toilette hors service (Acces inhibe;;
end of failure;1;22/2/23;10:17:28;0;3348;A009;ugc;4101   Porte de montee 1 en etat d'urgence;;Verifier l'etat de la porte localement et effectuer le rearmement
start failure;4;22/2/23;10:17:39;0;3420;4421;;;;
end of failure;1;22/2/23;10:18:3;0;3366;A00F;ugc;4301   Porte de montee 3 en etat d'urgence;;Verifier l'etat de la porte localement et effectuer le rearmement
end of failure;1;22/2/23;10:18:12;0;3375;A013;ugc;4423   Defaut Porte de montee 4;;Verifier l'etat de la porte localement et isoler la porte, s'il est necessaire
status code;4;22/2/23;10:40:23;0;0;4789;;;;
status code;4;22/2/23;10:40:24;0;0;4591;;;;
status code;4;22/2/23;14:43:19;0;0;4789;;;;
status code;4;22/2/23;14:43:20;0;0;4591;;;;
status code;4;22/2/23;18:15:53;0;0;4789;;;;
status code;4;22/2/23;18:15:54;0;0;4591;;;;
status code;8;22/2/24;0:16:8;0;0;4789;;;;
status code;8;22/2/24;0:16:9;0;0;4591;;;;
status code;8;22/2/24;0:50:4;0;0;4789;;;;
status code;8;22/2/24;0:50:5;0;0;4591;;;;
status code;4;22/2/24;0:50:7;0;0;4789;;;;
status code;4;22/2/24;0:50:10;0;0;4789;;;;
start failure;4;22/2/24;0:50:19;0;3442;200A;ccu;Perte de la ligne B2 WTB;;Poursuivre la mission
start failure;1;22/2/24;0:50:20;0;3442;20F6;ccu;Disjoncteur 3F19 ou 3F20 declenche;;Retablir l'interrupteur
start failure;1;22/2/24;0:50:20;0;3442;20FB;ccu;Verrouillage portes debranche;;
start failure;8;22/2/24;0:50:21;0;3460;20B1;ccu;Stotz 3F28 (tableau QC) ouvert;;Refermer le stotz (s'il est ferme, il faut l'ouvrir et le refermer).   En cas de resultat positif Page 414. En cas de resultat negatif, exclure du tableau synoptique le freinage electrique Page 465
start failure;4;22/2/24;0:50:22;0;3460;20FB;ccu;Verrouillage portes debranche;;
start failure;8;22/2/24;0:50:22;0;3442;20B3;ccu;Panne Freinage Electrique;;Exclure le freinage electrique du tableau synoptique. Page 465
start failure;8;22/2/24;0:50:22;0;3442;20C0;ccu;Bouteilles AI vides;;Exclure du tableau synoptique le sectionneur 1QAT de la motrice qui n'est pas concernee par l'incendie. Pages 415-418-420-432
start failure;8;22/2/24;0:50:22;0;3469;20FB;ccu;Verrouillage portes debranche;;
start failure;1;22/2/24;0:50:26;0;3447;A00C;ugc;4201   Porte de montee 2 en etat d'urgence;;Verifier l'etat de la porte localement et effectuer le rearmement
start failure;1;22/2/24;0:50:36;0;3456;A01E;ugc;6725   Toilette hors service (Acces inhibe;;
start failure;5;22/2/24;0:50:45;0;3438;4421;;;;
start failure;4;22/2/24;0:50:48;0;3433;4421;;;;
end of failure;1;22/2/24;0:52:1;0;3424;A00C;ugc;4201   Porte de montee 2 en etat d'urgence;;Verifier l'etat de la porte localement et effectuer le rearmement
start failure;1;22/2/24;0:56:27;1;0;2044;ccu;L'interrupteur extra-rapide ne se ferme pas;;Changer le pantographe et refermer l'interrupteur extra-rapide. Page 432
start failure;1;22/2/24;0:56:28;1;0;2046;ccu;L'interrupteur extra-rapide ne se ferme pas;;Changer le pantographe et refermer l'interrupteur extra-rapide. Page 432
end of failure;1;22/2/24;0:56:29;1;0;2044;ccu;L'interrupteur extra-rapide ne se ferme pas;;Changer le pantographe et refermer l'interrupteur extra-rapide. Page 432
end of failure;1;22/2/24;0:56:31;1;3393;2046;ccu;L'interrupteur extra-rapide ne se ferme pas;;Changer le pantographe et refermer l'interrupteur extra-rapide. Page 432
start failure;1;22/2/24;0:56:44;0;0;20B8;ccu;Interrupteur unipolaire circuit commande contacteur insertion batterie ouvert;;Si on est au debut de la marche, refermer l'interrupteur 3F03; en cas de marche, effectuer la fermeture de nouveau a la fin de la marche
status code;8;22/2/24;1:1:30;0;0;4789;;;;
status code;8;22/2/24;1:1:31;0;0;4591;;;;
start failure;1;22/2/24;1:1:45;0;0;20F6;ccu;Disjoncteur 3F19 ou 3F20 declenche;;Retablir l'interrupteur
start failure;1;22/2/24;1:1:46;0;0;20FB;ccu;Verrouillage portes debranche;;
start failure;4;22/2/24;1:1:47;0;0;20FB;ccu;Verrouillage portes debranche;;
start failure;5;22/2/24;1:1:47;0;0;20FB;ccu;Verrouillage portes debranche;;
start failure;8;22/2/24;1:1:47;0;0;20B1;ccu;Stotz 3F28 (tableau QC) ouvert;;Refermer le stotz (s'il est ferme, il faut l'ouvrir et le refermer).   En cas de resultat positif Page 414. En cas de resultat negatif, exclure du tableau synoptique le freinage electrique Page 465
start failure;8;22/2/24;1:1:47;0;0;20B3;ccu;Panne Freinage Electrique;;Exclure le freinage electrique du tableau synoptique. Page 465
start failure;8;22/2/24;1:1:48;0;0;20C0;ccu;Bouteilles AI vides;;Exclure du tableau synoptique le sectionneur 1QAT de la motrice qui n'est pas concernee par l'incendie. Pages 415-418-420-432
start failure;8;22/2/24;1:1:48;0;0;20FB;ccu;Verrouillage portes debranche;;
start failure;1;22/2/24;1:1:53;0;0;2043;ccu;L'interrupteur extra-rapide ne se ferme pas;;Changer le pantographe et refermer l'interrupteur extra-rapide. Page 432
start failure;1;22/2/24;1:1:54;0;0;2045;ccu;L'interrupteur extra-rapide ne se ferme pas;;Changer le pantographe et refermer l'interrupteur extra-rapide. Page 432
end of failure;1;22/2/24;1:1:57;0;2038;2043;ccu;L'interrupteur extra-rapide ne se ferme pas;;Changer le pantographe et refermer l'interrupteur extra-rapide. Page 432
end of failure;1;22/2/24;1:1:57;0;3415;2045;ccu;L'interrupteur extra-rapide ne se ferme pas;;Changer le pantographe et refermer l'interrupteur extra-rapide. Page 432
start failure;1;22/2/24;1:2:1;0;3451;A01E;ugc;6725   Toilette hors service (Acces inhibe;;
start failure;5;22/2/24;1:2:11;0;3442;4421;;;;
start failure;4;22/2/24;1:2:14;0;3447;4421;;;;
status code;8;22/2/24;1:30:14;0;0;4789;;;;
status code;8;22/2/24;1:30:15;0;0;4591;;;;
status code;8;22/2/24;6:29:24;0;0;4789;;;;
status code;8;22/2/24;6:29:25;0;0;4591;;;;
start failure;4;22/2/24;7:46:54;0;3370;2105;ccu;Coasting pour perte de tension de ligne;;Coasting pour perte de tension de ligne
start failure;8;22/2/24;7:46:54;0;3370;20E5;ccu;Panne telecommande;;Inhiber le pupitre et effectuer un retablissement general. Page 421
start failure;4;22/2/24;7:46:55;0;3370;4412;;;;
end of failure;8;22/2/24;7:46:55;0;3402;20E5;ccu;Panne telecommande;;Inhiber le pupitre et effectuer un retablissement general. Page 421
start failure;5;22/2/24;7:46:55;0;3402;20E5;ccu;Panne telecommande;;Inhiber le pupitre et effectuer un retablissement general. Page 421
start failure;8;22/2/24;7:46:55;0;3402;2105;ccu;Coasting pour perte de tension de ligne;;Coasting pour perte de tension de ligne
end of failure;4;22/2/24;7:46:55;0;3352;2105;ccu;Coasting pour perte de tension de ligne;;Coasting pour perte de tension de ligne
end of failure;5;22/2/24;7:46:56;0;3352;20E5;ccu;Panne telecommande;;Inhiber le pupitre et effectuer un retablissement general. Page 421
end of failure;8;22/2/24;7:46:56;0;3352;2105;ccu;Coasting pour perte de tension de ligne;;Coasting pour perte de tension de ligne
start failure;5;22/2/24;7:46:56;0;3375;2105;ccu;Coasting pour perte de tension de ligne;;Coasting pour perte de tension de ligne
end of failure;5;22/2/24;7:46:56;129;3375;2105;ccu;Coasting pour perte de tension de ligne;;Coasting pour perte de tension de ligne
end of failure;4;22/2/24;7:47:7;122;3357;4412;;;;
start failure;1;22/2/24;7:48:41;149;3271;A007;ugc;0016   Defaut dialogue avec le dispositif antipatinage;;Verifier la fonctionnalite des toutes les portes du vehicule. Si les portes ne fonctionnent pas il faut les isoler
end of failure;1;22/2/24;7:48:42;149;3276;A007;ugc;0016   Defaut dialogue avec le dispositif antipatinage;;Verifier la fonctionnalite des toutes les portes du vehicule. Si les portes ne fonctionnent pas il faut les isoler
start failure;5;22/2/24;7:52:53;158;3379;4422;;;;
start failure;1;22/2/24;7:54:41;55;3199;A007;ugc;0016   Defaut dialogue avec le dispositif antipatinage;;Verifier la fonctionnalite des toutes les portes du vehicule. Si les portes ne fonctionnent pas il faut les isoler
end of failure;1;22/2/24;7:54:41;55;3231;A007;ugc;0016   Defaut dialogue avec le dispositif antipatinage;;Verifier la fonctionnalite des toutes les portes du vehicule. Si les portes ne fonctionnent pas il faut les isoler
end of failure;5;22/2/24;7:55:44;0;3235;4422;;;;
start failure;5;22/2/24;8:10:43;154;3384;4422;;;;
end of failure;5;22/2/24;8:12:49;0;3298;4422;;;;
start failure;5;22/2/24;8:13:23;0;3370;441F;;;;
end of failure;5;22/2/24;8:22:4;0;3271;441F;;;;
start failure;1;22/2/24;8:37:47;0;3433;A009;ugc;4101   Porte de montee 1 en etat d'urgence;;Verifier l'etat de la porte localement et effectuer le rearmement
start failure;5;22/2/24;8:37:49;0;3433;441F;;;;
end of failure;1;22/2/24;8:38:4;0;3442;A009;ugc;4101   Porte de montee 1 en etat d'urgence;;Verifier l'etat de la porte localement et effectuer le rearmement
end of failure;5;22/2/24;8:38:6;0;3438;441F;;;;
start failure;1;22/2/24;8:38:12;0;3438;A00F;ugc;4301   Porte de montee 3 en etat d'urgence;;Verifier l'etat de la porte localement et effectuer le rearmement
start failure;1;22/2/24;8:38:14;0;3402;A009;ugc;4101   Porte de montee 1 en etat d'urgence;;Verifier l'etat de la porte localement et effectuer le rearmement
end of failure;1;22/2/24;8:38:23;0;3379;A00F;ugc;4301   Porte de montee 3 en etat d'urgence;;Verifier l'etat de la porte localement et effectuer le rearmement
end of failure;1;22/2/24;8:38:29;0;3334;A009;ugc;4101   Porte de montee 1 en etat d'urgence;;Verifier l'etat de la porte localement et effectuer le rearmement
start failure;4;22/2/24;9:0:29;0;3577;2004;ccu;Ouverture interrupteur extra-rapide;;Fermer l'interrupteur extra-rapide. En cas de resultat negatif, exclure l'Actionnement et le Groupe Statique progressivement et refermer l'interrupteur extra rapide. Page 418 et 420
end of failure;4;22/2/24;9:0:30;0;3564;2004;ccu;Ouverture interrupteur extra-rapide;;Fermer l'interrupteur extra-rapide. En cas de resultat negatif, exclure l'Actionnement et le Groupe Statique progressivement et refermer l'interrupteur extra rapide. Page 418 et 420
status code;8;22/2/24;12:58:51;0;0;4789;;;;
status code;8;22/2/24;12:58:52;0;0;4591;;;;
status code;8;22/2/24;15:39:56;0;0;4789;;;;
status code;8;22/2/24;15:39:57;0;0;4591;;;;
start failure;1;22/2/24;15:40:24;0;0;20B8;ccu;Interrupteur unipolaire circuit commande contacteur insertion batterie ouvert;;Si on est au debut de la marche, refermer l'interrupteur 3F03; en cas de marche, effectuer la fermeture de nouveau a la fin de la marche
status code;8;22/2/24;17:25:41;0;0;4789;;;;
status code;8;22/2/24;17:25:42;0;0;4591;;;;
start failure;1;22/2/24;17:25:55;0;0;20F6;ccu;Disjoncteur 3F19 ou 3F20 declenche;;Retablir l'interrupteur
start failure;1;22/2/24;17:25:56;255;0;20FB;ccu;Verrouillage portes debranche;;
start failure;4;22/2/24;17:25:57;0;0;20FB;ccu;Verrouillage portes debranche;;
start failure;5;22/2/24;17:25:57;0;0;20FB;ccu;Verrouillage portes debranche;;
start failure;8;22/2/24;17:25:58;0;0;20B1;ccu;Stotz 3F28 (tableau QC) ouvert;;Refermer le stotz (s'il est ferme, il faut l'ouvrir et le refermer).   En cas de resultat positif Page 414. En cas de resultat negatif, exclure du tableau synoptique le freinage electrique Page 465
start failure;8;22/2/24;17:25:59;0;0;20B3;ccu;Panne Freinage Electrique;;Exclure le freinage electrique du tableau synoptique. Page 465
start failure;8;22/2/24;17:25:59;0;0;20C0;ccu;Bouteilles AI vides;;Exclure du tableau synoptique le sectionneur 1QAT de la motrice qui n'est pas concernee par l'incendie. Pages 415-418-420-432
start failure;8;22/2/24;17:25:59;0;0;20FB;ccu;Verrouillage portes debranche;;
start failure;1;22/2/24;17:26:7;0;0;2044;ccu;L'interrupteur extra-rapide ne se ferme pas;;Changer le pantographe et refermer l'interrupteur extra-rapide. Page 432
start failure;1;22/2/24;17:26:8;0;0;2046;ccu;L'interrupteur extra-rapide ne se ferme pas;;Changer le pantographe et refermer l'interrupteur extra-rapide. Page 432
end of failure;1;22/2/24;17:26:10;0;0;2046;ccu;L'interrupteur extra-rapide ne se ferme pas;;Changer le pantographe et refermer l'interrupteur extra-rapide. Page 432
end of failure;1;22/2/24;17:26:10;0;3069;2044;ccu;L'interrupteur extra-rapide ne se ferme pas;;Changer le pantographe et refermer l'interrupteur extra-rapide. Page 432
start failure;1;22/2/24;17:26:13;0;3492;A01E;ugc;6725   Toilette hors service (Acces inhibe;;
start failure;5;22/2/24;17:26:21;0;3483;4421;;;;
start failure;4;22/2/24;17:26:24;0;3492;4421;;;;
start failure;5;22/2/24;17:34:52;0;3510;441F;;;;
start failure;1;22/2/24;17:35:33;28;3379;441A;;;;
end of failure;1;22/2/24;17:35:35;29;3460;441A;;;;
end of failure;5;22/2/24;17:35:36;28;3487;441F;;;;
start failure;1;22/2/24;17:35:36;28;3483;2033;ccu;Placer les leviers en position de  0;;
end of failure;1;22/2/24;17:35:43;28;3478;2033;ccu;Placer les leviers en position de  0;;
start failure;1;22/2/24;17:52:47;0;3595;A001;ugc;0003 Defaut unite UR3 motrice;;Verifier la fonctionnalite des portes 3 et 4 de la motrice. Si les portes ne fonctionnent pas, il faut les isoler
end of failure;1;22/2/24;17:52:48;0;3613;A001;ugc;0003 Defaut unite UR3 motrice;;Verifier la fonctionnalite des portes 3 et 4 de la motrice. Si les portes ne fonctionnent pas, il faut les isoler
start failure;1;22/2/24;17:53:57;0;3609;A00F;ugc;4301   Porte de montee 3 en etat d'urgence;;Verifier l'etat de la porte localement et effectuer le rearmement
end of failure;1;22/2/24;17:53:58;0;3577;A00F;ugc;4301   Porte de montee 3 en etat d'urgence;;Verifier l'etat de la porte localement et effectuer le rearmement
start failure;1;22/2/24;17:54:31;0;3613;A012;ugc;4401   Porte de montee 4 en etat d'urgence;;Verifier l'etat de la porte localement et effectuer le rearmement
end of failure;1;22/2/24;17:54:40;0;3586;A012;ugc;4401   Porte de montee 4 en etat d'urgence;;Verifier l'etat de la porte localement et effectuer le rearmement
start failure;4;22/2/24;17:54:59;0;3586;2004;ccu;Ouverture interrupteur extra-rapide;;Fermer l'interrupteur extra-rapide. En cas de resultat negatif, exclure l'Actionnement et le Groupe Statique progressivement et refermer l'interrupteur extra rapide. Page 418 et 420
end of failure;4;22/2/24;17:54:59;0;3577;2004;ccu;Ouverture interrupteur extra-rapide;;Fermer l'interrupteur extra-rapide. En cas de resultat negatif, exclure l'Actionnement et le Groupe Statique progressivement et refermer l'interrupteur extra rapide. Page 418 et 420
start failure;1;22/2/24;17:55:10;0;0;A009;ugc;4101   Porte de montee 1 en etat d'urgence;;Verifier l'etat de la porte localement et effectuer le rearmement
start failure;1;22/2/24;17:55:15;0;0;20B8;ccu;Interrupteur unipolaire circuit commande contacteur insertion batterie ouvert;;Si on est au debut de la marche, refermer l'interrupteur 3F03; en cas de marche, effectuer la fermeture de nouveau a la fin de la marche
status code;4;22/2/24;22:59:11;0;0;4789;;;;
status code;4;22/2/24;22:59:12;0;0;4591;;;;
start failure;1;22/2/24;23:57:31;0;0;2043;ccu;L'interrupteur extra-rapide ne se ferme pas;;Changer le pantographe et refermer l'interrupteur extra-rapide. Page 432
end of failure;1;22/2/24;23:57:37;0;0;2043;ccu;L'interrupteur extra-rapide ne se ferme pas;;Changer le pantographe et refermer l'interrupteur extra-rapide. Page 432
start failure;4;22/2/25;0:1:8;6;3564;2102;ccu;VACMA intervention;;
end of failure;4;22/2/25;0:1:17;0;3582;2102;ccu;VACMA intervention;;
start failure;1;22/2/25;1:26:58;0;0;20C9;ccu;Ouverture interrupteur extra-rapide;;Fermer l'interrupteur extra-rapide. En cas de resultat negatif, exclure l'Actionnement et refermer l'interrupteur extra-rapide Page 418
start failure;1;22/2/25;1:26:58;0;0;20F6;ccu;Disjoncteur 3F19 ou 3F20 declenche;;Retablir l'interrupteur
start failure;1;22/2/25;1:26:59;0;0;20FB;ccu;Verrouillage portes debranche;;
status code;1;22/2/25;1:43:4;0;0;4789;;;;
status code;1;22/2/25;1:43:5;0;0;4591;;;;
start failure;1;22/2/25;1:43:19;0;0;20F6;ccu;Disjoncteur 3F19 ou 3F20 declenche;;Retablir l'interrupteur
start failure;1;22/2/25;1:43:19;0;0;20FB;ccu;Verrouillage portes debranche;;
status code;8;22/2/25;6:47:9;0;0;4789;;;;
status code;8;22/2/25;6:47:10;0;0;4591;;;;
status code;8;22/2/25;10:4:36;0;0;4789;;;;
status code;8;22/2/25;10:4:37;0;0;4591;;;;
status code;1;22/2/25;10:7:14;0;0;4789;;;;
status code;1;22/2/25;10:7:15;0;0;4591;;;;
status code;4;22/2/25;12:26:38;0;0;4789;;;;
status code;4;22/2/25;12:26:39;0;0;4591;;;;
start failure;1;22/2/25;12:27:8;0;0;2044;ccu;L'interrupteur extra-rapide ne se ferme pas;;Changer le pantographe et refermer l'interrupteur extra-rapide. Page 432
start failure;1;22/2/25;12:27:9;0;0;A01E;ugc;6725   Toilette hors service (Acces inhibe;;
end of failure;1;22/2/25;12:27:11;0;0;2044;ccu;L'interrupteur extra-rapide ne se ferme pas;;Changer le pantographe et refermer l'interrupteur extra-rapide. Page 432
start failure;4;22/2/25;12:27:21;0;3420;4421;;;;
start failure;1;22/2/25;12:29:1;0;3402;A00C;ugc;4201   Porte de montee 2 en etat d'urgence;;Verifier l'etat de la porte localement et effectuer le rearmement
